step,waiting_time_avg,queue_length_max,throughput,occupancy_avg,speed_avg,green_phase_index,co2_mg,controller_mode
329,5.155,25,0,0.0,6.428,3,194752.054,adaptive
330,3.808,26,0,0.0,6.665,3,247436.853,adaptive
331,2.786,21,1,0.0,6.871,3,227745.298,adaptive
332,2.263,21,1,0.0,6.994,3,226528.379,adaptive
333,1.909,16,0,0.0,7.323,3,223987.653,adaptive
334,1.556,14,0,0.0,7.571,3,222979.753,adaptive
335,1.551,12,1,0.0,7.708,3,217277.659,adaptive
336,1.618,17,0,0.0,7.563,3,217232.943,adaptive
337,1.745,13,0,0.0,7.809,3,242231.768,adaptive
338,1.873,13,0,0.0,8.153,3,250276.414,adaptive
339,2.0,17,1,0.0,8.098,3,208761.035,adaptive
340,2.105,17,0,0.0,8.149,3,239495.29,adaptive
341,2.248,15,0,0.0,8.364,3,230875.9,adaptive
342,2.377,18,1,0.0,8.375,3,243772.56,adaptive
343,2.538,17,0,0.0,8.508,3,226544.137,adaptive
344,2.724,19,3,0.0,8.241,3,191246.46,adaptive
345,2.886,17,0,0.0,8.187,3,201301.513,adaptive
346,3.048,17,0,0.0,8.211,3,196983.042,adaptive
347,3.229,19,0,0.0,8.305,3,212536.208,adaptive
348,3.294,24,0,0.0,8.112,3,218823.297,adaptive
349,3.477,20,0,0.0,8.307,3,235274.854,adaptive
350,3.67,21,0,0.0,8.338,3,193975.997,adaptive
351,3.862,21,0,0.0,8.4,3,221513.267,adaptive
352,3.982,23,0,0.0,8.392,3,239014.132,adaptive
353,4.171,21,0,0.0,8.377,3,205517.853,adaptive
354,4.283,23,0,0.0,8.288,3,233330.881,adaptive
355,4.478,22,0,0.0,8.234,3,204466.328,adaptive
356,4.6,25,0,0.0,8.055,3,214975.946,adaptive
357,4.809,24,0,0.0,8.102,3,226057.351,adaptive
358,5.026,25,0,0.0,8.131,3,215958.573,adaptive
359,5.252,26,0,0.0,8.158,3,225073.114,adaptive
